R,G,B,Type
15,75,56,0
218,116,198,1
133,106,132,1
196,198,38,1
85,142,158,1
139,159,104,1
73,179,251,1
89,3,204,1
45,46,48,0
87,172,27,1
3,77,197,1
13,239,216,1
123,149,43,1
202,243,55,1
211,75,89,1
113,21,144,1
68,75,155,1
42,80,199,1
224,95,158,1
40,57,188,1
186,161,39,1
47,216,213,1
143,194,195,1
188,40,103,1
221,161,58,1
215,204,178,1
241,111,206,1
236,123,60,1
208,174,81,1
146,38,6,1
155,195,42,1
125,165,186,1
223,45,32,1
46,139,17,1
173,204,61,1
117,32,223,1
59,32,166,1
170,79,163,1
185,91,49,1
176,164,189,1
131,199,227,1
36,64,145,1
178,132,120,1
236,95,4,1
25,230,175,1
133,102,210,1
64,202,98,1
101,251,8,1
131,105,26,1
104,4,6,0
101,176,191,1
33,245,93,1
28,36,75,0
135,34,59,1
61,60,118,0
122,218,86,1
103,15,254,1
120,204,78,1
249,143,61,1
246,255,63,1
152,127,158,1
29,93,24,0
2,212,125,1
73,251,6,1
5,60,60,0
37,172,208,1
253,27,22,1
66,193,245,1
68,41,161,1
122,29,98,0
13,82,193,1
31,67,233,1
145,212,194,1
23,12,137,1
79,13,204,1
137,210,176,1
206,112,227,1
255,148,42,1
100,28,206,1
204,183,185,1
83,24,6,0
180,188,157,1
40,12,192,1
14,6,125,0
231,81,163,1
76,208,197,1
126,253,162,1
133,153,240,1
73,240,159,1
75,83,230,1
165,139,5,1
206,217,18,1
241,207,37,1
100,144,8,1
59,19,247,1
165,175,255,1
246,224,30,1
36,155,10,1
179,139,192,1
53,203,117,1
88,57,124,0
19,17,43,0
183,253,48,1
111,55,73,0
68,21,119,0
18,143,202,1
246,0,77,1
78,174,95,1
40,246,73,1
155,93,26,1
194,140,34,1
229,245,76,1
249,146,244,1
74,116,48,0
44,240,128,1
251,147,63,1
155,37,3,1
83,36,214,1
85,168,141,1
0,206,150,1
63,183,152,1
200,203,34,1
24,250,220,1
90,242,6,1
137,222,57,1
228,144,106,1
174,162,95,1
226,11,254,1
121,103,85,0
138,31,165,1
69,53,58,0
111,152,69,1
75,125,59,0
240,246,228,1
85,10,225,1
60,59,221,1
100,222,136,1
174,81,222,1
227,156,33,1
204,58,17,1
187,242,30,1
85,172,101,1
63,155,208,1
43,199,15,1
69,16,102,0
125,128,172,1
110,49,189,1
24,213,140,1
188,32,147,1
221,242,53,1
113,98,79,0
248,51,32,1
70,22,217,1
65,212,99,1
79,75,36,0
207,198,251,1
131,58,66,1
126,243,32,1
241,198,80,1
87,111,32,0
144,30,104,1
41,170,14,1
38,146,98,1
187,45,39,1
199,208,253,1
46,72,155,1
103,39,216,1
4,21,180,1
99,116,4,0
171,63,16,1
196,176,90,1
125,111,58,0
193,53,118,1
196,34,216,1
225,243,53,1
215,234,195,1
119,13,218,1
72,77,53,0
159,237,226,1
164,220,88,1
82,106,128,1
7,216,79,1
83,75,48,0
233,212,160,1
211,40,41,1
151,25,20,1
168,46,32,1
156,211,109,1
121,141,41,1
186,131,203,1
140,112,7,1
22,176,55,1
145,81,155,1
77,109,145,1
16,223,238,1
180,89,59,1
137,176,13,1
24,235,140,1
229,146,247,1
58,27,57,0
210,132,57,1
113,136,3,1
239,83,150,1
85,87,1,0
246,159,17,1
82,71,155,1
121,161,141,1
230,142,34,1
6,145,212,1
75,123,79,0
246,43,247,1
113,167,149,1
106,245,253,1
210,185,194,1
134,198,164,1
56,178,185,1
50,190,246,1
242,221,185,1
115,32,24,0
6,23,7,0
204,250,108,1
137,211,52,1
88,214,102,1
114,205,176,1
200,86,55,1
78,19,138,1
226,38,94,1
80,158,83,1
88,134,116,1
221,169,47,1
75,196,45,1
1,136,24,1
153,72,145,1
254,225,242,1
39,130,188,1
68,24,94,0
62,45,37,0
40,241,98,1
45,185,121,1
87,145,219,1
113,251,193,1
69,4,233,1
108,84,100,0
100,97,98,0
17,165,198,1
112,198,61,1
153,43,223,1
58,42,216,1
40,181,71,1
235,34,185,1
69,86,250,1
135,140,238,1
223,127,173,1
51,62,104,0
229,213,86,1
239,5,75,1
57,58,89,0
126,150,43,1
94,53,2,0
14,3,169,1
252,246,27,1
41,4,49,0
148,224,121,1
240,25,19,1
221,131,36,1
190,142,148,1
166,71,232,1
91,210,112,1
146,159,64,1
43,247,248,1
160,61,173,1
231,51,85,1
76,193,234,1
239,103,56,1
212,23,125,1
55,15,3,0
176,55,153,1
8,221,179,1
193,180,157,1
209,239,136,1
11,135,203,1
49,52,178,1
37,138,136,1
24,235,31,1
138,11,0,1
221,136,232,1
68,170,38,1
181,244,242,1
42,160,46,1
135,140,203,1
110,240,223,1
158,235,90,1
229,65,97,1
113,251,152,1
244,4,198,1
182,99,69,1
98,110,90,0
197,192,228,1
144,147,102,1
84,38,206,1
20,229,29,1
57,193,80,1
93,116,204,1
203,56,7,1
31,255,43,1
57,194,101,1
22,27,67,0
91,70,81,0
235,143,226,1
121,138,56,1
235,98,43,1
34,116,59,0
137,20,4,1
78,197,45,1
134,106,102,1
51,175,19,1
205,198,167,1
201,230,61,1
70,105,161,1
163,72,211,1
176,20,142,1
49,211,106,1
98,85,252,1
37,94,184,1
122,231,235,1
133,41,230,1
143,154,79,1
9,112,234,1
56,71,134,1
175,252,123,1
106,20,218,1
93,128,211,1
154,173,237,1
126,37,28,0
166,106,152,1
249,189,47,1
249,160,187,1
191,17,168,1
71,192,94,1
77,99,76,0
127,88,124,0
83,138,72,1
163,164,143,1
87,101,221,1
94,57,4,0
123,50,163,1
220,129,43,1
131,203,227,1
232,47,127,1
111,63,63,0
43,92,95,0
248,138,216,1
130,146,3,1
236,104,134,1
5,100,222,1
202,52,132,1
52,76,53,0
235,253,28,1
55,228,172,1
86,112,105,0
64,46,96,0
148,52,125,1
2,227,91,1
251,158,27,1
165,17,255,1
238,204,198,1
178,134,29,1
218,63,232,1
92,160,100,1
167,233,67,1
145,229,224,1
102,225,79,1
39,211,194,1
118,137,215,1
231,92,225,1
187,225,11,1
149,239,188,1
28,29,8,0
169,57,166,1
72,179,103,1
81,41,70,0
251,102,203,1
40,28,236,1
18,101,89,0
242,95,232,1
170,36,249,1
151,99,129,1
105,45,106,0
26,87,29,0
184,132,218,1
216,168,14,1
254,120,36,1
86,14,197,1
11,254,22,1
169,9,179,1
84,232,42,1
48,28,5,0
185,171,138,1
207,82,40,1
180,170,85,1
23,231,255,1
72,187,38,1
145,104,55,1
217,27,66,1
40,221,189,1
112,54,112,0
80,152,180,1
209,97,178,1
145,213,65,1
105,188,220,1
64,93,236,1
117,83,113,0
127,25,75,0
218,165,3,1
176,10,10,1
174,210,176,1
12,11,206,1
142,147,66,1
229,165,191,1
230,150,52,1
245,78,249,1
100,207,43,1
137,176,189,1
85,143,247,1
116,211,182,1
191,2,35,1
98,53,32,0
41,164,37,1
127,31,235,1
175,104,147,1
102,134,105,1
230,228,115,1
24,38,173,1
20,140,152,1
144,59,49,1
72,231,178,1
209,153,228,1
210,141,9,1
127,211,155,1
0,193,41,1
17,83,138,1
95,101,176,1
228,117,137,1
219,188,174,1
153,253,163,1
53,168,186,1
81,127,66,0
138,56,153,1
210,0,137,1
232,154,110,1
141,44,220,1
136,45,60,1
76,200,26,1
30,120,83,0
94,148,66,1
154,76,201,1
168,7,22,1
248,154,49,1
169,105,64,1
211,195,48,1
15,127,119,0
175,188,210,1
80,235,78,1
1,146,223,1
74,245,184,1
84,210,208,1
193,149,49,1
28,180,247,1
106,174,234,1
124,226,82,1
22,140,4,1
123,231,5,1
14,7,28,0
26,80,63,0
212,103,236,1
74,181,244,1
235,146,30,1
212,75,90,1
3,239,100,1
243,161,21,1
93,235,184,1
49,214,190,1
33,117,79,0
193,177,85,1
190,235,249,1
29,105,57,0
200,58,171,1
128,16,239,1
68,222,184,1
4,198,166,1
76,207,57,1
236,106,137,1
119,209,15,1
54,21,169,1
119,214,108,1
72,129,170,1
165,152,252,1
188,106,24,1
36,15,48,0
45,199,206,1
162,136,132,1
183,163,196,1
179,235,241,1
82,7,189,1
15,236,176,1
153,170,56,1
244,137,176,1
120,192,15,1
85,198,50,1
60,220,185,1
41,145,96,1
0,118,93,0
40,48,83,0
89,248,100,1
166,53,87,1
236,131,165,1
4,127,96,0
226,174,24,1
94,255,205,1
100,214,199,1
45,63,15,0
158,138,58,1
251,241,22,1
119,4,10,0
38,233,83,1
169,119,2,1
147,8,102,1
35,221,141,1
39,232,12,1
169,173,59,1
99,186,114,1
215,59,163,1
117,226,34,1
251,100,145,1
12,240,111,1
244,174,51,1
242,63,61,1
208,237,219,1
245,172,234,1
245,42,120,1
116,112,181,1
4,87,49,0
166,104,254,1
164,255,132,1
234,223,135,1
56,216,147,1
128,241,76,1
130,96,159,1
105,75,110,0
32,217,13,1
95,126,60,0
54,246,221,1
90,76,95,0
51,200,35,1
4,2,145,1
38,191,94,1
9,228,74,1
73,235,228,1
223,137,32,1
174,240,79,1
3,183,146,1
103,43,129,1
67,167,32,1
160,248,175,1
3,149,131,1
143,140,232,1
46,216,118,1
59,131,254,1
254,153,133,1
47,12,214,1
230,13,198,1
161,24,92,1
38,188,160,1
14,133,55,1
152,158,132,1
180,111,83,1
83,231,60,1
29,222,40,1
214,173,140,1
220,154,186,1
223,137,189,1
234,180,9,1
35,96,104,0
146,24,9,1
242,61,32,1
178,104,83,1
84,2,242,1
50,125,45,0
238,118,203,1
95,35,192,1
192,19,125,1
216,88,111,1
21,116,114,0
9,98,199,1
39,104,17,0
65,43,26,0
209,253,208,1
168,13,204,1
250,33,180,1
2,43,7,0
217,231,114,1
43,31,206,1
177,187,198,1
77,230,122,1
92,124,184,1
202,43,179,1
15,57,157,1
227,168,146,1
22,211,66,1
62,30,98,0
228,165,18,1
165,220,250,1
6,151,78,1
249,13,182,1
211,153,63,1
77,59,142,1
171,59,71,1
216,119,138,1
179,94,125,1
74,150,49,1
100,121,89,0
191,250,57,1
184,236,251,1
212,86,219,1
19,237,94,1
250,165,2,1
164,119,52,1
68,68,149,1
80,183,66,1
253,35,53,1
67,206,47,1
234,44,198,1
125,80,144,1
78,15,229,1
98,30,4,0
97,83,234,1
74,145,245,1
88,57,56,0
7,250,218,1
3,88,126,0
67,10,27,0
152,79,192,1
178,125,37,1
192,229,135,1
195,182,11,1
235,156,200,1
149,203,185,1
164,48,192,1
139,156,176,1
52,67,37,0
102,10,6,0
207,14,83,1
98,165,61,1
68,138,190,1
185,59,2,1
38,112,68,0
43,55,37,0
73,220,208,1
62,244,189,1
216,180,3,1
115,136,227,1
124,26,177,1
233,34,161,1
181,21,116,1
242,111,171,1
173,229,2,1
101,126,203,1
233,193,166,1
78,204,53,1
252,235,152,1
27,208,212,1
1,169,251,1
87,215,160,1
209,79,184,1
36,54,12,0
237,38,247,1
113,26,6,0
227,251,213,1
98,123,205,1
152,24,90,1
1,29,130,1
1,251,125,1
92,149,171,1
224,185,118,1
101,208,35,1
193,166,152,1
147,213,20,1
3,108,29,0
161,100,97,1
226,176,29,1
213,241,207,1
94,219,87,1
58,145,215,1
146,49,92,1
159,152,57,1
189,160,11,1
146,69,253,1
93,103,29,0
215,218,87,1
186,238,64,1
29,131,195,1
233,16,167,1
104,48,190,1
161,12,35,1
55,36,159,1
186,122,117,1
126,133,149,1
210,161,53,1
242,228,234,1
76,132,116,1
139,105,18,1
22,54,181,1
86,29,92,0
22,74,38,0
73,90,236,1
239,228,81,1
47,27,143,1
193,250,254,1
45,94,195,1
104,129,239,1
5,116,81,0
31,191,144,1
97,204,77,1
91,52,158,1
19,76,32,0
234,104,142,1
227,254,101,1
129,158,148,1
62,126,109,0
177,239,168,1
178,12,39,1
38,49,87,0
240,163,44,1
197,43,205,1
254,92,155,1
172,130,47,1
134,124,94,1
20,242,129,1
32,228,76,1
250,177,204,1
234,54,171,1
94,230,255,1
231,207,196,1
30,40,114,0
79,189,233,1
244,111,6,1
155,144,1,1
17,90,175,1
29,112,20,0
189,206,155,1
87,181,142,1
19,67,75,0
159,154,189,1
56,110,211,1
190,9,145,1
176,14,25,1
7,1,76,0
220,168,172,1
148,222,58,1
2,64,58,0
42,144,160,1
41,251,11,1
145,61,225,1
30,169,229,1
241,73,66,1
253,180,36,1
97,21,19,0
154,192,233,1
84,255,243,1
44,63,70,0
153,210,219,1
70,32,75,0
134,177,37,1
45,104,58,0
111,198,248,1
31,224,88,1
228,10,25,1
180,68,195,1
80,143,121,1
153,97,159,1
213,90,83,1
215,158,154,1
18,148,100,1
10,246,142,1
241,127,27,1
247,186,48,1
214,140,232,1
45,107,196,1
81,164,208,1
72,50,222,1
45,190,252,1
152,91,193,1
16,98,140,1
246,168,34,1
88,254,115,1
39,111,122,0
41,142,129,1
84,99,2,0
101,186,24,1
94,187,17,1
178,112,87,1
20,93,206,1
43,131,194,1
33,55,58,0
13,229,16,1
17,254,204,1
189,68,114,1
26,208,218,1
172,1,105,1
22,205,42,1
9,211,226,1
218,143,138,1
93,111,148,1
133,69,161,1
16,7,10,0
149,23,234,1
123,53,64,0
187,152,80,1
203,56,149,1
103,245,56,1
13,135,119,1
159,63,107,1
203,241,129,1
206,32,201,1
90,42,157,1
81,87,36,0
139,158,247,1
134,103,191,1
86,40,145,1
43,176,55,1
227,157,108,1
116,11,39,0
235,242,230,1
30,48,218,1
65,145,87,1
190,173,170,1
122,72,23,0
12,25,36,0
220,63,121,1
78,154,185,1
102,73,114,0
145,110,207,1
88,62,94,0
176,74,194,1
5,74,89,0
17,65,139,1
127,120,194,1
41,226,232,1
169,164,117,1
91,104,42,0
174,83,74,1
157,194,200,1
181,89,156,1
60,228,57,1
159,207,189,1
191,142,213,1
231,34,116,1
103,247,18,1
181,249,221,1
146,38,141,1
10,62,114,0
90,47,144,1
113,228,8,1
16,184,64,1
233,81,207,1
115,152,200,1
3,110,49,0
194,105,41,1
25,112,61,0
174,252,67,1
245,183,181,1
168,237,229,1
35,255,79,1
180,7,192,1
197,20,176,1
206,138,48,1
118,7,142,1
66,81,98,0
152,30,1,1
24,160,52,1
33,220,197,1
7,68,34,0
241,31,58,1
247,16,162,1
254,63,119,1
223,7,55,1
201,237,163,1
124,101,188,1
102,95,247,1
178,27,20,1
104,72,51,0
62,151,93,1
19,45,29,0
101,2,145,1
238,232,182,1
213,202,80,1
87,230,195,1
208,150,27,1
207,204,181,1
153,127,61,1
209,147,27,1
152,43,225,1
233,74,236,1
225,230,44,1
52,85,37,0
45,194,54,1
60,58,3,0
143,47,218,1
84,92,13,0
205,140,165,1
92,112,32,0
47,191,65,1
121,87,32,0
38,113,204,1
116,170,50,1
82,159,197,1
71,39,99,0
107,56,145,1
141,227,173,1
12,98,140,1
151,129,42,1
236,110,103,1
19,148,27,1
1,36,252,1
87,13,73,0
73,199,89,1
176,165,17,1
30,229,121,1
200,41,166,1
30,245,192,1
76,91,168,1
249,190,145,1
221,159,108,1
61,202,156,1
223,137,9,1
153,25,102,1
54,227,134,1
222,206,150,1
89,87,66,0
59,172,36,1
129,52,13,1
22,45,24,0
230,162,167,1
180,93,137,1
122,151,98,1
138,220,217,1
135,125,113,1
28,106,60,0
6,159,126,1
19,98,121,0
83,146,222,1
33,48,197,1
114,4,73,0
10,155,42,1
252,22,9,1
135,1,3,1
47,74,135,1
200,244,21,1
109,96,242,1
48,18,212,1
119,175,8,1
82,144,254,1
161,180,63,1
115,230,197,1
179,211,171,1
46,103,2,0
197,20,137,1
118,33,215,1
77,194,73,1
172,110,11,1
124,45,170,1
103,43,221,1
33,18,101,0
150,183,247,1
96,107,166,1
41,90,9,0
109,14,253,1
51,223,20,1
214,24,92,1
232,145,175,1
1,91,244,1
247,194,187,1
55,235,107,1
86,238,204,1
7,76,62,0
72,53,95,0
178,106,196,1
161,20,125,1
115,181,226,1
61,63,89,0
43,153,197,1
156,6,36,1
33,124,66,0
109,137,207,1
87,225,33,1
46,88,109,0
23,56,206,1
47,5,19,0
9,163,46,1
189,250,98,1
205,196,87,1
127,20,178,1
204,164,79,1
192,57,149,1
152,209,253,1
118,165,174,1
37,24,76,0
123,113,114,0
74,25,248,1
157,153,97,1
167,242,195,1
35,75,150,1
102,14,66,0
141,199,72,1
86,170,236,1
216,171,171,1
238,221,242,1
141,79,32,1
211,157,20,1
91,6,35,0
34,177,97,1
10,43,174,1
226,140,186,1
237,150,55,1
10,90,5,0
112,24,177,1
246,188,144,1
182,42,131,1
6,137,206,1
242,142,37,1
208,9,240,1
207,134,7,1
175,240,187,1
35,0,72,0
242,126,68,1
171,101,98,1
125,77,174,1
163,50,41,1
65,103,69,0
66,84,12,0
73,184,3,1
227,114,205,1
147,211,155,1
193,173,113,1
176,247,91,1
200,197,62,1
43,56,44,0
19,7,78,0
178,131,244,1
177,90,176,1
107,7,11,0
187,13,100,1
203,38,10,1
9,20,56,0
131,86,156,1
28,30,175,1
206,217,118,1
59,154,128,1
146,114,105,1
94,74,124,0
65,6,194,1
25,208,80,1
204,183,156,1
78,78,132,1
100,49,51,0
16,159,34,1
187,218,103,1
15,151,14,1
181,2,141,1
137,177,179,1
119,228,236,1
13,233,12,1
202,13,124,1
146,116,16,1
34,38,163,1
255,192,51,1
178,84,191,1
134,38,22,1
19,223,20,1
109,3,136,1
29,8,6,0
15,167,251,1
213,86,111,1
102,207,88,1
121,174,6,1
112,141,120,1
90,119,184,1
2,196,233,1
48,49,130,1
46,88,113,0
94,50,119,0
166,13,94,1
28,208,136,1
121,108,151,1
26,9,148,1
240,205,117,1
76,247,29,1
245,26,138,1
60,185,40,1
22,152,227,1
162,32,60,1
150,112,210,1
160,101,116,1
75,55,150,1
142,89,144,1
226,17,67,1
125,117,246,1
92,71,130,1
54,207,88,1
162,52,29,1
151,135,210,1
162,165,121,1
34,110,124,0
21,134,235,1
58,135,171,1
127,9,200,1
224,150,179,1
174,88,225,1
220,180,161,1
64,63,28,0
138,116,77,1
111,177,106,1
94,158,12,1
132,13,64,1
78,214,109,1
36,32,147,1
242,43,242,1
41,152,39,1
253,41,71,1
116,111,197,1
187,102,182,1
146,25,38,1
175,152,97,1
53,162,221,1
74,2,193,1
73,17,202,1
59,186,76,1
38,235,92,1
90,247,234,1
196,45,21,1
36,92,178,1
177,215,23,1
52,175,146,1
254,148,126,1
66,90,184,1
143,17,54,1
212,5,65,1
160,198,5,1
166,100,238,1
203,72,156,1
55,201,108,1
22,216,251,1
21,76,249,1
20,64,209,1
104,238,147,1
57,50,171,1
211,20,204,1
105,157,243,1
165,181,248,1
129,143,128,1
116,28,11,0
136,44,91,1
249,10,7,1
255,63,182,1
68,23,235,1
49,16,113,0
250,144,8,1
199,47,162,1
199,165,126,1
251,138,32,1
222,3,215,1
54,34,100,0
161,230,92,1
93,105,164,1
90,107,102,0
138,160,151,1
167,161,30,1
1,96,63,0
117,87,46,0
164,155,141,1
104,226,75,1
232,5,168,1
219,143,213,1
0,212,103,1
104,136,35,1
145,38,211,1
171,43,110,1
101,233,228,1
54,50,74,0
168,241,242,1
36,95,106,0
215,147,77,1
114,173,87,1
32,252,234,1
108,165,232,1
24,34,132,1
55,184,51,1
187,228,136,1
94,204,117,1
192,11,141,1
239,226,119,1
177,145,117,1
226,229,76,1
34,133,1,1
247,24,74,1
235,93,93,1
225,220,45,1
80,211,204,1
130,70,5,1
83,235,105,1
67,227,55,1
137,249,217,1
84,44,210,1
222,121,60,1
244,100,238,1
255,206,206,1
201,31,15,1
49,8,15,0
240,20,160,1
112,243,78,1
124,73,84,0
33,125,0,0
154,167,29,1
132,83,83,1
152,13,100,1
117,102,30,0
43,105,31,0
24,55,215,1
136,186,58,1
75,12,39,0
193,207,17,1
156,194,124,1
246,102,53,1
135,24,168,1
126,243,126,1
59,102,213,1
135,86,123,1
212,130,221,1
215,132,213,1
130,181,191,1
182,40,195,1
232,179,193,1
237,49,38,1
61,154,170,1
37,46,38,0
77,2,118,0
241,187,203,1
120,1,222,1
195,15,56,1
176,126,232,1
184,151,224,1
95,10,220,1
93,159,234,1
200,86,48,1
3,146,17,1
239,9,30,1
22,121,0,0
105,229,175,1
30,158,246,1
30,22,134,1
78,56,139,1
241,83,16,1
161,14,131,1
118,242,81,1
238,247,7,1
41,229,184,1
59,191,24,1
193,88,185,1
178,255,135,1
21,175,0,1
232,63,202,1
150,113,131,1
57,224,2,1
124,255,152,1
185,170,241,1
235,86,31,1
49,147,13,1
208,141,72,1
162,119,44,1
14,233,17,1
30,167,129,1
168,193,30,1
157,92,149,1
140,119,50,1
24,1,58,0
189,115,6,1
63,27,78,0
135,222,204,1
133,192,83,1
43,109,77,0
187,7,250,1
205,37,68,1
53,84,28,0
145,166,112,1
7,221,3,1
208,115,179,1
19,201,91,1
199,214,34,1
252,161,85,1
28,194,138,1
85,4,41,0
11,204,123,1
10,203,152,1
146,249,162,1
127,217,8,1
5,203,186,1
114,127,254,1
78,8,105,0
186,165,56,1
107,129,222,1
161,1,223,1
2,154,24,1
5,168,84,1
133,237,157,1
242,52,93,1
178,169,223,1
40,60,98,0
142,142,229,1
45,28,179,1
44,173,212,1
96,53,212,1
245,30,91,1
210,43,32,1
77,137,188,1
53,82,143,1
158,157,98,1
7,57,225,1
86,53,72,0
8,120,199,1
168,205,195,1
158,182,197,1
25,169,254,1
133,7,57,1
83,48,242,1
195,59,21,1
209,66,113,1
2,148,160,1
112,226,138,1
254,38,170,1
95,205,49,1
19,25,126,0
139,250,120,1
157,134,11,1
202,80,121,1
156,39,154,1
129,199,251,1
14,187,235,1
30,65,85,0
94,176,108,1
207,43,122,1
8,40,228,1
218,48,0,1
251,71,183,1
112,7,153,1
125,180,166,1
58,203,85,1
211,229,176,1
54,134,80,1
95,117,165,1
249,65,163,1
49,149,70,1
96,221,140,1
129,167,113,1
146,83,154,1
24,157,66,1
186,50,172,1
82,193,10,1
216,67,105,1
3,200,49,1
164,247,85,1
229,9,172,1
231,160,43,1
122,229,182,1
145,242,169,1
27,46,107,0
71,127,246,1
1,225,129,1
76,136,221,1
63,92,96,0
74,79,216,1
218,145,0,1
75,149,24,1
117,91,221,1
208,98,98,1
251,229,100,1
9,246,140,1
245,223,235,1
164,180,39,1
205,14,100,1
181,14,241,1
23,101,130,1
105,241,169,1
196,89,112,1
42,102,159,1
65,241,141,1
193,30,174,1
245,160,84,1
157,167,219,1
20,56,140,1
19,78,235,1
105,191,222,1
249,184,214,1
205,69,205,1
71,136,113,1
30,13,46,0
194,139,198,1
205,153,157,1
178,30,180,1
139,86,115,1
210,76,243,1
195,181,255,1
51,50,131,1
153,21,26,1
154,138,64,1
14,88,253,1
128,139,233,1
37,249,251,1
115,170,53,1
145,251,230,1
213,23,139,1
205,79,171,1
216,83,65,1
120,92,31,0
138,27,239,1
62,0,239,1
157,35,159,1
45,43,105,0
0,167,202,1
170,156,87,1
210,225,254,1
175,55,131,1
67,180,70,1
88,202,75,1
213,132,99,1
246,151,198,1
64,204,137,1
152,119,202,1
70,48,192,1
180,238,178,1
79,20,156,1
113,251,176,1
167,253,175,1
219,47,30,1
27,59,173,1
129,1,223,1
20,117,255,1
237,90,233,1
187,12,69,1
30,75,232,1
53,219,123,1
158,167,196,1
9,137,108,1
48,43,50,0
91,206,145,1
182,125,9,1
219,37,102,1
97,213,21,1
0,137,59,1
0,157,213,1
136,185,135,1
147,156,78,1
40,254,97,1
65,113,88,0
236,30,9,1
243,95,37,1
242,47,238,1
252,250,110,1
30,71,191,1
15,220,167,1
136,243,161,1
152,36,98,1
13,79,61,0
188,191,189,1
91,188,246,1
141,150,196,1
37,139,138,1
183,150,103,1
36,135,197,1
191,13,251,1
47,68,179,1
178,138,146,1
17,172,122,1
173,59,54,1
20,36,70,0
127,191,238,1
30,226,29,1
142,254,191,1
129,196,10,1
255,49,132,1
145,11,151,1
210,37,44,1
29,194,187,1
122,26,72,0
154,246,46,1
182,3,208,1
137,179,44,1
103,106,199,1
152,103,161,1
147,225,137,1
96,173,218,1
228,253,65,1
237,134,208,1
99,11,128,1
204,143,122,1
10,23,145,1
17,4,171,1
181,165,204,1
65,92,97,0
151,61,184,1
147,28,216,1
177,44,240,1
102,39,222,1
110,120,44,0
4,29,215,1
135,140,206,1
90,53,9,0
67,6,233,1
154,68,163,1
144,199,191,1
167,183,63,1
163,51,94,1
170,213,143,1
221,157,106,1
146,99,69,1
135,218,96,1
164,191,114,1
197,37,73,1
11,50,201,1
69,71,127,0
32,165,181,1
152,198,101,1
147,7,159,1
174,199,8,1
3,96,55,0
97,80,125,0
252,18,195,1
72,158,75,1
114,224,233,1
33,175,145,1
77,172,174,1
50,224,205,1
235,39,62,1
52,179,248,1
120,131,116,1
